,상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,시도명,시군구명,행정동명,법정동명,도로명주소,경도,위도
271922,손큰할매순대국,음식,별식/퓨전요리,순대전문점,서울특별시,금천구,가산동,가산동,서울특별시 금천구 디지털로9길 56,126.886859445485,37.48038965624
13059,우송공인중개사사무소,부동산,부동산중개,부동산중개,서울특별시,송파구,삼전동,삼전동,서울특별시 송파구 백제고분로22길 26,127.088321982254,37.5016329465268
196347,우리밀칼국수,음식,분식,국수/만두/칼국수,서울특별시,종로구,종로1.2.3.4가동,청진동,서울특별시 종로구 종로3길 33,126.97886782354,37.5719922165295
340631,슈슈네일,생활서비스,이/미용/건강,발/네일케어,서울특별시,관악구,조원동,신림동,서울특별시 관악구 조원로17길 10,126.911070150824,37.4848231785869
315162,샘물온누리약국,의료,약국/한약방,약국,서울특별시,중구,신당5동,신당동,서울특별시 중구 퇴계로88길 45,127.020377093795,37.5635587929095
338352,DEW,음식,한식,한식/백반/한정식,서울특별시,강남구,세곡동,세곡동,서울특별시 강남구 헌릉로570길 34,127.103450978544,37.4631382056752
325819,성아,소매,종합소매점,종합소매,서울특별시,종로구,종로5.6가동,종로6가,서울특별시 종로구 종로 266,127.007310641055,37.5706940376659
298440,카페프렌즈,음식,한식,한식/백반/한정식,서울특별시,송파구,잠실2동,잠실동,서울특별시 송파구 올림픽로 145,127.087019799804,37.5119760446614
44559,한국미니스톱강남,소매,종합소매점,편의점,서울특별시,강남구,삼성2동,삼성동,서울특별시 강남구 테헤란로 423,127.052966652655,37.5061664333982
168574,만사성,음식,한식,한식/백반/한정식,서울특별시,강서구,가양1동,가양동,서울특별시 강서구 강서로74길 40,126.843069567478,37.5668289648845
324252,스시1490,음식,일식/수산물,음식점-초밥전문,서울특별시,강동구,길동,길동,서울특별시 강동구 양재대로 1448,127.139318907587,37.5350663761878
324148,포차천국,음식,유흥주점,소주방/포장마차,서울특별시,구로구,구로3동,구로동,서울특별시 구로구 도림로 28,126.888065914755,37.4867173556724
362533,혜성약국,의료,약국/한약방,약국,서울특별시,송파구,송파1동,송파동,서울특별시 송파구 백제고분로42길 8,127.109526274324,37.5055881529747
91153,달빛한점,음식,일식/수산물,음식점-초밥전문,서울특별시,광진구,화양동,화양동,서울특별시 광진구 아차산로31길 29,127.069675514363,37.5423503878463
378361,점프셈교실,학문/교육,학원-음악미술무용,서예/서화/미술,서울특별시,금천구,시흥4동,시흥동,서울특별시 금천구 독산로 72,126.906332751629,37.4537652622652
392236,디스커버리,생활서비스,광고/인쇄,인쇄종합,서울특별시,강서구,방화2동,방화동,서울특별시 강서구 하늘길 38,126.802937461062,37.5713574580352
355915,체질건강원,소매,건강/미용식품,건강원,서울특별시,마포구,성산2동,중동,서울특별시 마포구 성암로3길 3,126.911471245329,37.569317609852
134989,레미엘쥬얼리,소매,시계/귀금속소매,시계/귀금속,서울특별시,종로구,종로1.2.3.4가동,인의동,서울특별시 종로구 종로 183,126.998369125134,37.5714294483095
198396,제이앤지콜렉션,소매,가방/신발/액세서리,가방/가죽제품소매,서울특별시,동대문구,휘경1동,휘경동,서울특별시 동대문구 회기로 186-1,127.056551085728,37.5897494554814
389028,INDIBRAND,소매,종합소매점,종합소매,서울특별시,서초구,반포4동,반포동,서울특별시 서초구 신반포로 194,127.00681633008,37.5064271601893
226630,북경,음식,중식,중국음식/중국집,서울특별시,노원구,상계1동,상계동,서울특별시 노원구 동일로243길 23,127.053843388304,37.6783267142373
380414,지트,음식,커피점/카페,커피전문점/카페/다방,서울특별시,노원구,상계2동,상계동,서울특별시 노원구 상계로 137-12,127.070310764319,37.6587160513594
158379,멸치국수,음식,분식,국수/만두/칼국수,서울특별시,양천구,신정4동,신정동,서울특별시 양천구 신정중앙로 93,126.862211058981,37.5266125740489
399643,GNC,소매,건강/미용식품,건강식품판매,서울특별시,동대문구,청량리동,청량리동,서울특별시 동대문구 왕산로 205,127.045556250849,37.5808848974878
234744,성모몬테소리어린이집,학문/교육,유아교육,어린이집,서울특별시,동대문구,장안2동,장안동,서울특별시 동대문구 장한로33길 34-7,127.070083942464,37.5768727868639
335540,빅스타피자,음식,패스트푸드,피자전문,서울특별시,금천구,시흥1동,시흥동,서울특별시 금천구 금하로11길 10,126.903384109328,37.4544497686469
307637,대명스폰지,소매,사진/광학/정밀기기소매,핸드폰소매,서울특별시,중구,을지로동,주교동,서울특별시 중구 동호로37길 33-17,126.999733097149,37.568476583629
202939,포차인쉐프,음식,유흥주점,소주방/포장마차,서울특별시,강남구,역삼2동,역삼동,서울특별시 강남구 언주로 427,127.04266641465,37.5014519789014
78139,강동팰리스부동산,부동산,부동산중개,부동산중개,서울특별시,강동구,성내2동,성내동,서울특별시 강동구 천호대로 1092,127.132766327669,37.5351716177954
323739,청솔이엔브이,생활서비스,세탁/가사서비스,청소/소독,서울특별시,영등포구,영등포동,영등포동7가,서울특별시 영등포구 버드나루로 59,126.910096957797,37.5237754142971
96786,현대방아간,생활서비스,세탁/가사서비스,방앗간/정미소,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 자양로32길 83,127.089808587777,37.544057100491
241666,하이렌터카강동,생활서비스,물품기기대여,렌트카,서울특별시,도봉구,쌍문2동,쌍문동,서울특별시 도봉구 해등로 195,127.037156354753,37.6572336923382
173225,온나라부동산,부동산,부동산중개,부동산중개,서울특별시,구로구,구로2동,구로동,서울특별시 구로구 구로동로21길 1,126.884136765521,37.4893654259296
221966,제로마트,소매,종합소매점,수퍼마켓,서울특별시,강북구,수유3동,수유동,서울특별시 강북구 삼각산로34길 62,127.021709487689,37.6390499073167
35983,우성세탁,생활서비스,세탁/가사서비스,세탁소/빨래방,서울특별시,구로구,신도림동,신도림동,서울특별시 구로구 신도림로 105,126.88529077913,37.5121457053102
214836,제주육백,음식,한식,한식/백반/한정식,서울특별시,서초구,방배1동,방배동,서울특별시 서초구 서초대로 90,126.992294761296,37.4869855940838
56700,국가대표FARMERSMA,소매,음/식료품소매,청과물소매,서울특별시,동작구,상도2동,상도동,서울특별시 동작구 장승배기로 38,126.94117199548,37.5014958966757
8195,삼우부동산,부동산,부동산중개,부동산중개,서울특별시,성동구,왕십리도선동,도선동,서울특별시 성동구 왕십리로24길 13,127.034083625949,37.5636356879397
307415,재덕정육점,소매,음/식료품소매,정육점,서울특별시,은평구,대조동,대조동,서울특별시 은평구 진흥로13가길 10,126.926124706821,37.6099172603437
327772,형제약국,의료,약국/한약방,약국,서울특별시,관악구,신원동,신림동,서울특별시 관악구 남부순환로172길 10,126.925191721406,37.4833215941596
188256,경영코스메틱,소매,화장품소매,화장품판매점,서울특별시,강남구,압구정동,신사동,서울특별시 강남구 언주로172길 66,127.039165787148,37.5266170156347
331916,로뎀,음식,양식,정통양식/경양식,서울특별시,서초구,방배2동,방배동,서울특별시 서초구 방배천로4길 15,126.983573733629,37.4780174788918
370224,시몽복지식당,음식,한식,한식/백반/한정식,서울특별시,서초구,서초2동,서초동,서울특별시 서초구 강남대로 305,127.030767490957,37.4901548250937
207807,크린크린빨래방,생활서비스,세탁/가사서비스,세탁소/빨래방,서울특별시,도봉구,방학2동,방학동,서울특별시 도봉구 시루봉로15길 21,127.032425795423,37.6680614171691
59462,시크릿,생활서비스,이/미용/건강,비만/피부관리,서울특별시,종로구,종로1.2.3.4가동,종로1가,서울특별시 종로구 종로 19,126.979902392746,37.5708388183663
130518,크린크린,생활서비스,세탁/가사서비스,청소/소독,서울특별시,광진구,군자동,군자동,서울특별시 광진구 군자로 166-1,127.077388129654,37.555602285547
361944,하모니치과의원,의료,병원,치과의원,서울특별시,노원구,상계2동,상계동,서울특별시 노원구 노해로 511,127.064707628721,37.6554460558296
240121,24일,소매,기타판매업,통신판매,서울특별시,중랑구,면목3.8동,면목동,서울특별시 중랑구 면목로54길 72,127.092412521542,37.5831466592098
179859,와바,음식,유흥주점,호프/맥주,서울특별시,종로구,삼청동,안국동,서울특별시 종로구 윤보선길 35,126.983648776247,37.5775478436288
221399,은평김샘학원,학문/교육,학원-보습교습입시,학원-입시,서울특별시,은평구,대조동,대조동,서울특별시 은평구 연서로 152,126.917774584759,37.6124539660495
201602,앙상블,음식,양식,정통양식/경양식,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 봉은사로 176,127.033300917047,37.5067910460544
158225,토마토24상계본점,소매,종합소매점,수퍼마켓,서울특별시,노원구,상계6.7동,상계동,서울특별시 노원구 동일로214길 21,127.062742160448,37.6504207044557
115998,현대카센타,생활서비스,자동차/이륜차,자동차정비/카센타,서울특별시,강북구,인수동,수유동,서울특별시 강북구 삼양로 447,127.015919661347,37.6433357240555
2880,플러스그린렌트카,생활서비스,물품기기대여,렌트카,서울특별시,광진구,자양3동,자양동,서울특별시 광진구 뚝섬로 542,127.070659166452,37.5342126225333
320142,명가한우,음식,한식,한식/백반/한정식,서울특별시,양천구,신월7동,신월동,서울특별시 양천구 지양로9길 11,126.832524390019,37.521547334103
40305,황금알실내포장,음식,한식,한식/백반/한정식,서울특별시,서초구,반포4동,반포동,서울특별시 서초구 서래로6길 4,126.998472793495,37.4976885864263
292558,노가리ok,음식,유흥주점,호프/맥주,서울특별시,양천구,목3동,목동,서울특별시 양천구 목동중앙북로1길 41,126.864541285158,37.5505124781589
3537,김경효소아과의원,의료,병원,소아과,서울특별시,구로구,구로1동,구로동,서울특별시 구로구 구일로8길 150,126.877477696351,37.4983488268306
371248,카페오캄,음식,한식,한식/백반/한정식,서울특별시,서대문구,충현동,북아현동,서울특별시 서대문구 북아현로11가길 18,126.954769645164,37.5628700248576
259534,씨에프바베큐치킨,음식,유흥주점,호프/맥주,서울특별시,서초구,양재1동,양재동,서울특별시 서초구 강남대로 214,127.035887992094,37.4832766021487
347733,늘푸른자동차공업사,생활서비스,자동차/이륜차,자동차정비/카센타,서울특별시,강서구,가양2동,가양동,서울특별시 강서구 허준로 121,126.854713391309,37.567086667618
265445,멕시칸치킨,음식,닭/오리요리,후라이드/양념치킨,서울특별시,강북구,송천동,미아동,서울특별시 강북구 삼양로20길 49,127.024879047823,37.6150004725643
158161,연은부동산,부동산,부동산중개,부동산중개,서울특별시,은평구,불광2동,불광동,서울특별시 은평구 연서로33길 7-17,126.923879728639,37.6210876036666
207029,마포옥하우스,음식,한식,한식/백반/한정식,서울특별시,마포구,용강동,용강동,서울특별시 마포구 토정로 312,126.943334064119,37.5398637608559
1154,꺼먹돼지삼겹살,음식,한식,갈비/삼겹살,서울특별시,구로구,구로3동,구로동,서울특별시 구로구 디지털로26길 5,126.89346712375,37.4816050678561
355587,파리바게뜨을지로3가역,음식,제과제빵떡케익,제과점,서울특별시,중구,을지로동,을지로3가,서울특별시 중구 을지로 131,126.994055298771,37.5664370354227
99972,서울우유,소매,음/식료품소매,식료품점,서울특별시,종로구,사직동,필운동,서울특별시 종로구 필운대로1길 36,126.967488072386,37.5779301968433
113728,데오플란트,의료,병원,치과의원,서울특별시,관악구,조원동,신림동,서울특별시 관악구 시흥대로 576,126.903064592025,37.4840553125092
382551,관훈양복점,소매,의복의류,맞춤양복/양복점,서울특별시,종로구,종로1.2.3.4가동,인의동,서울특별시 종로구 종로 183,126.998369125134,37.5714294483095
284927,협성,생활서비스,이/미용/건강,남성미용실,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 동일로10길 10,127.062705288982,37.5387000726758
220062,녹색주차장,생활서비스,자동차/이륜차,주차장운영,서울특별시,중랑구,면목3.8동,면목동,서울특별시 중랑구 사가정로49길 53,127.086044429855,37.5835570580505
203632,학산,음식,커피점/카페,커피전문점/카페/다방,서울특별시,종로구,종로1.2.3.4가동,중학동,서울특별시 종로구 종로1길 50,126.979000463815,37.5747145060703
84463,사랑어린이집,학문/교육,학원기타,학원(종합),서울특별시,구로구,고척2동,고척동,서울특별시 구로구 중앙로15길 80,126.855485909178,37.5069409732801
57594,나스파코리아,소매,사무/문구/컴퓨터,사무/문구용품,서울특별시,광진구,자양3동,자양동,서울특별시 광진구 뚝섬로31길 11,127.067557506761,37.5361434566095
279508,차호로록,음식,한식,한식/백반/한정식,서울특별시,영등포구,당산1동,당산동3가,서울특별시 영등포구 국회대로36길 3,126.898238589453,37.5270082462228
205585,조일닥트,소매,가정/주방/인테리어,유리/페인트/철물건축자재,서울특별시,송파구,풍납1동,풍납동,서울특별시 송파구 올림픽로 607,127.122154348203,37.5360122871817
401708,홍베이팡,음식,패스트푸드,샌드위치전문점,서울특별시,동작구,노량진1동,노량진동,서울특별시 동작구 만양로 108,126.944413418044,37.5130583182358
263482,카파,소매,의복의류,캐쥬얼/스포츠의류,서울특별시,영등포구,영등포본동,영등포동,서울특별시 영등포구 경인로 846,126.907647192475,37.51566141404
173986,천우마트,소매,종합소매점,수퍼마켓,서울특별시,양천구,신월3동,신월동,서울특별시 양천구 남부순환로36길 14-1,126.826139886774,37.5362520133642
187514,더햄부대찌개,음식,한식,한식/백반/한정식,서울특별시,성북구,안암동,안암동5가,서울특별시 성북구 개운사길 2,127.029462962535,37.5865023267516
200210,수앤의학원,학문/교육,학원-보습교습입시,학원-입시,서울특별시,양천구,신정6동,신정동,서울특별시 양천구 목동서로 285,126.869127593149,37.5218494377341
259667,딱즉석떡볶이,음식,분식,떡볶이전문,서울특별시,성북구,월곡2동,하월곡동,서울특별시 성북구 오패산로4길 66,127.04121938999,37.6038803855547
341557,세븐일레븐,소매,종합소매점,편의점,서울특별시,금천구,시흥4동,시흥동,서울특별시 금천구 독산로36길 45,126.907076854617,37.4601065441219
106119,대명카센타,생활서비스,자동차/이륜차,자동차정비/카센타,서울특별시,중랑구,면목3.8동,면목동,서울특별시 중랑구 면목로55길 29,127.086625756256,37.5841652587373
278230,늑대와여우컴퓨터청량리점,소매,사무/문구/컴퓨터,컴퓨터/주변기기,서울특별시,동대문구,청량리동,청량리동,서울특별시 동대문구 제기로 131,127.049212981348,37.5880236430842
367413,"네일,the예쁘다",생활서비스,이/미용/건강,발/네일케어,서울특별시,광진구,군자동,군자동,서울특별시 광진구 군자로 148,127.07571581795,37.5544628936274
50717,쇼룸,소매,의복의류,일반의류,서울특별시,서초구,방배본동,방배동,서울특별시 서초구 동광로7길 28,126.98525904724,37.4921785142564
207749,오라클치과기공소,소매,의약/의료품소매,의료용품소매,서울특별시,중구,약수동,신당동,서울특별시 중구 다산로8길 16,127.010265120342,37.5527339973643
382668,라운지,소매,종합소매점,종합소매,서울특별시,서초구,반포4동,반포동,서울특별시 서초구 신반포로 188,127.004876674518,37.5034373619191
181849,바이런던,소매,의복의류,일반의류,서울특별시,중구,회현동,남창동,서울특별시 중구 남대문시장8길 7,126.978935186812,37.5604234257385
383350,엘도라도블랙라벨,소매,종합소매점,종합소매,서울특별시,종로구,종로1.2.3.4가동,인의동,서울특별시 종로구 종로 183,126.998369125134,37.5714294483095
377636,간단하지만특별한화피디Cafe,생활서비스,자동차/이륜차,자동차정비/카센타,서울특별시,양천구,목4동,목동,서울특별시 양천구 등촌로 54,126.863795596791,37.5347732127171
57957,워터프론트,음식,양식,정통양식/경양식,서울특별시,서초구,반포본동,반포동,서울특별시 서초구 신반포로3길 12,126.986746789978,37.5025894282305
102247,미즈미,생활서비스,이/미용/건강,비만/피부관리,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 능동로 325-1,127.080087619078,37.5588130654413
342525,마당쇠곱창&쭈꾸미,음식,일식/수산물,낙지/오징어,서울특별시,성북구,정릉4동,정릉동,서울특별시 성북구 보국문로 167,127.001874522924,37.6166552570101
298602,청담어학원신도림캠퍼스,학문/교육,학원-어학,학원-어린이영어,서울특별시,구로구,신도림동,신도림동,서울특별시 구로구 경인로65길 44,126.8849447168,37.5095564465155
131057,준그레프트,음식,유흥주점,호프/맥주,서울특별시,은평구,역촌동,역촌동,서울특별시 은평구 진흥로1길 4,126.918941359025,37.6007062053814
122336,스낵박스,음식,분식,라면김밥분식,서울특별시,도봉구,방학1동,방학동,서울특별시 도봉구 도봉로150라길 17,127.04492998673,37.6652800316116
137751,인트로마트,소매,종합소매점,수퍼마켓,서울특별시,강남구,수서동,수서동,서울특별시 강남구 밤고개로1길 10,127.101842066177,37.4880133628924
147177,방짜양대창한우전문점,음식,한식,곱창/양구이전문,서울특별시,중구,소공동,순화동,서울특별시 중구 세종대로7길 43,126.972237127821,37.561059109498
20671,골드시에라,부동산,분양,건물분양-종합,서울특별시,강남구,논현1동,논현동,서울특별시 강남구 도산대로4길 11,127.021362748332,37.5158744692545
395904,핸드폰전문할인shop,소매,사진/광학/정밀기기소매,핸드폰소매,서울특별시,송파구,잠실2동,잠실동,서울특별시 송파구 올림픽로 265,127.100294698166,37.5133123554787
146874,배인선피아노,학문/교육,학원-음악미술무용,피아노/바이올린/기타,서울특별시,성북구,석관동,석관동,서울특별시 성북구 돌곶이로 74,127.057935733787,37.6101510958409
88633,세종공인중개사,부동산,부동산중개,부동산중개,서울특별시,강서구,가양1동,가양동,서울특별시 강서구 허준로 23,126.843579219636,37.5712039571188
220590,모듬집복아구,음식,한식,한식/백반/한정식,서울특별시,양천구,목4동,목동,서울특별시 양천구 목동중앙서로1길 12,126.864433548512,37.5329952948938
116907,가보게감자탕추어탕,음식,한식,추어탕전문,서울특별시,종로구,종로5.6가동,종로5가,서울특별시 종로구 종로 203,127.000487355199,37.5713302664691
303904,엘간,소매,종합소매점,종합소매,서울특별시,종로구,종로5.6가동,종로6가,서울특별시 종로구 종로 266,127.007310641055,37.5706940376659
277402,던킨도너츠,음식,패스트푸드,도너츠전문,서울특별시,서초구,서초2동,서초동,서울특별시 서초구 서초대로74길 11,127.026895290214,37.4966286166951
241794,테라에스엔지,생활서비스,대행업,심부름센터,서울특별시,관악구,인헌동,봉천동,서울특별시 관악구 봉천로 600-1,126.963770022967,37.4760343354908
328685,방신한의원,의료,병원,한의원,서울특별시,강서구,방화1동,방화동,서울특별시 강서구 방화동로16길 54-7,126.812076531935,37.5725490343023
225137,가든5툴공인중개사사무소,부동산,부동산중개,부동산중개,서울특별시,송파구,문정2동,문정동,서울특별시 송파구 충민로 10,127.119370608348,37.4782606521025
48590,현대오토,생활서비스,자동차/이륜차,자동차정비/카센타,서울특별시,서초구,방배1동,방배동,서울특별시 서초구 방배중앙로 64,126.990473781857,37.4853391395439
122199,동광철물,생활서비스,주택수리,수도설비,서울특별시,구로구,구로4동,구로동,서울특별시 구로구 구로동로12길 2,126.885452388108,37.486818874687
64806,우정,생활서비스,이/미용/건강,남성미용실,서울특별시,성북구,석관동,석관동,서울특별시 성북구 돌곶이로18길 4,127.059229204956,37.6090711552084
278734,시장탕수육,음식,중식,탕수육전문점,서울특별시,관악구,신원동,신림동,서울특별시 관악구 신원로 23,126.928043582339,37.4815634248772
3776,감동부동산,부동산,부동산중개,부동산중개,서울특별시,관악구,은천동,봉천동,서울특별시 관악구 남부순환로 1739-9,126.943482544407,37.4827927674724
145714,아뜰리에플러스미술교습소,학문/교육,학원기타,학원(종합),서울특별시,동작구,노량진1동,노량진동,서울특별시 동작구 만양로 19,126.945696811403,37.5070597947164
91147,행복한미술,학문/교육,학원-음악미술무용,서예/서화/미술,서울특별시,서초구,반포3동,잠원동,서울특별시 서초구 신반포로23길 41,127.004450911592,37.511651369772
396865,서울부동산공인중개사사무소,부동산,부동산중개,부동산중개,서울특별시,성동구,옥수동,옥수동,서울특별시 성동구 독서당로 187,127.011869211356,37.5426737311276
198495,이또코리아,소매,의약/의료품소매,의료용품소매,서울특별시,강남구,압구정동,신사동,서울특별시 강남구 압구정로 214,127.030719394488,37.5279896774152
263818,이조갈비,음식,한식,갈비/삼겹살,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로27가길 10,126.994724290908,37.5351764731137
119443,506커피하우스재미갤러리,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,신사동,신사동,서울특별시 강남구 압구정로2길 16,127.019581749796,37.5205812093983
117099,종로빈대떡,음식,한식,파전전문,서울특별시,중구,을지로동,입정동,서울특별시 중구 충무로11길 19,126.991350492711,37.5672339055441
316013,보명한의원,의료,병원,한의원,서울특별시,강동구,성내3동,성내동,서울특별시 강동구 양재대로 1365,127.135858188165,37.5280579092844
59565,이무석정신과,의료,병원,신경외과,서울특별시,강남구,청담동,청담동,서울특별시 강남구 압구정로73길 8,127.046497623801,37.5265683117965
108806,나이스크린,생활서비스,세탁/가사서비스,청소/소독,서울특별시,도봉구,창2동,창동,서울특별시 도봉구 덕릉로59다길 51,127.036600071919,37.6388841107276
334853,웨스턴차이나,음식,중식,중국음식/중국집,서울특별시,영등포구,문래동,문래동5가,서울특별시 영등포구 선유로9나길 22,126.88590434664,37.5157646736653
49976,빌리아드아카데미,관광/여가/오락,PC/오락/당구/볼링등,당구장,서울특별시,영등포구,당산1동,당산동2가,서울특별시 영등포구 양산로 96,126.89358803393,37.5239913322794
381759,대평정보통신,소매,사진/광학/정밀기기소매,핸드폰소매,서울특별시,도봉구,창1동,창동,서울특별시 도봉구 덕릉로 350,127.048035825116,37.6448516878276
76971,서울상회,소매,가방/신발/액세서리,양품점,서울특별시,강동구,암사3동,암사동,서울특별시 강동구 고덕로23길 9,127.134933905412,37.5551819302115
271343,씨에프바베큐치킨,음식,양식,바베큐전문,서울특별시,강동구,둔촌2동,둔촌동,서울특별시 강동구 천호대로 1194,127.144000764633,37.5342984644533
127164,이에스피클로딩,소매,의복의류,일반의류,서울특별시,강남구,도곡2동,도곡동,서울특별시 강남구 언주로 120,127.051255563752,37.4867529443397
8371,매경휴스닥스탭,소매,가방/신발/액세서리,가방/가죽제품소매,서울특별시,강남구,삼성1동,삼성동,서울특별시 강남구 영동대로 511,127.061012608393,37.5103484923478
54827,CU,소매,종합소매점,편의점,서울특별시,강남구,대치1동,대치동,서울특별시 강남구 삼성로57길 35,127.058224240895,37.4973060279169
404697,성공역량연구소,생활서비스,기타서비스업,사업경영상담,서울특별시,서초구,잠원동,잠원동,서울특별시 서초구 강남대로93길 32,127.018651638363,37.5129956394846
34566,월가의부동산,부동산,부동산중개,부동산중개,서울특별시,강남구,도곡2동,도곡동,서울특별시 강남구 언주로30길 13,127.050661376693,37.4881358011443
63513,스카이노래연습장,관광/여가/오락,무도/유흥/가무,노래방,서울특별시,강서구,공항동,공항동,서울특별시 강서구 공항대로 32,126.810697652366,37.5610200092734
145592,향기뱅크,소매,화장품소매,화장품판매점,서울특별시,관악구,신림동,신림동,서울특별시 관악구 신림로 340,126.930078524281,37.4847535674178
251085,유원슈퍼,소매,종합소매점,수퍼마켓,서울특별시,영등포구,당산2동,당산동5가,서울특별시 영등포구 선유동2로 56,126.89901315137,37.5328091627599
87335,원조이모네곱창,음식,한식,곱창/양구이전문,서울특별시,서대문구,홍은1동,홍은동,서울특별시 서대문구 홍은중앙로 99,126.948390347742,37.5995666755305
349848,요거프레소,음식,커피점/카페,커피전문점/카페/다방,서울특별시,영등포구,양평2동,양평동4가,서울특별시 영등포구 선유로55길 29-1,126.8960405874,37.5387372842688
377965,다판다,소매,건강/미용식품,건강식품판매,서울특별시,송파구,문정2동,문정동,서울특별시 송파구 중대로 24,127.111045390345,37.4881190128589
30229,러브,음식,유흥주점,호프/맥주,서울특별시,관악구,조원동,신림동,서울특별시 관악구 난곡로65길 3,126.914035225014,37.4823005022266
512,더비즈메이커,부동산,분양,주택공급,서울특별시,양천구,목1동,목동,서울특별시 양천구 목동동로 233-1,126.871554250266,37.5274771147
36242,사랑피아노,학문/교육,학원-음악미술무용,피아노/바이올린/기타,서울특별시,관악구,미성동,신림동,서울특별시 관악구 미성3길 29,126.917440880296,37.4735194877744
22590,경희바른한의원,의료,병원,한의원,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 용마산로 44,127.088230776121,37.557461583069
8783,오가텔레콤,소매,사진/광학/정밀기기소매,핸드폰소매,서울특별시,종로구,종로1.2.3.4가동,종로1가,서울특별시 종로구 종로 19,126.979902392746,37.5708388183663
359820,병천순대,음식,별식/퓨전요리,순대전문점,서울특별시,영등포구,대림2동,대림동,서울특별시 영등포구 디지털로 373,126.901145958961,37.4907592960653
223319,진선미,음식,유흥주점,룸살롱/단란주점,서울특별시,송파구,삼전동,삼전동,서울특별시 송파구 삼학사로 89,127.096919822292,37.5051950980423
358975,로또판매,소매,기타판매업,복권판매,서울특별시,강서구,등촌3동,등촌동,서울특별시 강서구 공항대로41길 43,126.845519686208,37.5598969868928
1053,리얼모션만화학원,학문/교육,학원-보습교습입시,학원-입시,서울특별시,노원구,상계6.7동,상계동,서울특별시 노원구 동일로 1354,127.062220467549,37.6495515650032
23462,메르제,생활서비스,기타서비스업,사업경영상담,서울특별시,강남구,도곡2동,도곡동,서울특별시 강남구 언주로30길 10,127.051304462268,37.4873570461703
202057,피오레플라워,소매,선물/팬시/기념품,꽃집/꽃배달,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 언주로 563,127.038488922057,37.5079506980054
295895,정우식당,음식,일식/수산물,음식점-일식,서울특별시,은평구,응암3동,응암동,서울특별시 은평구 불광천길 466,126.91549496161,37.5947187630608
303016,미라사,소매,종합소매점,종합소매,서울특별시,중구,신당동,신당동,서울특별시 중구 마장로1길 22,127.012757292062,37.5688565318114
269894,에뛰드하우스화곡점,소매,화장품소매,화장품판매점,서울특별시,강서구,화곡3동,화곡동,서울특별시 강서구 화곡로 145,126.837898611729,37.5411888551113
78181,샤론,소매,의복의류,일반의류,서울특별시,강동구,명일1동,명일동,서울특별시 강동구 고덕로 210,127.147048586973,37.5538013497357
26283,아사모센터,소매,사진/광학/정밀기기소매,핸드폰소매,서울특별시,금천구,가산동,가산동,서울특별시 금천구 벚꽃로 278,126.884622894656,37.479485536818
143293,뷰피부관리,생활서비스,이/미용/건강,비만/피부관리,서울특별시,영등포구,영등포동,영등포동6가,서울특별시 영등포구 영중로 51-1,126.904606326023,37.5209403944019
221759,삼화정공,소매,종합소매점,생활용품판매,서울특별시,성북구,장위2동,장위동,서울특별시 성북구 화랑로 211,127.053019019792,37.6093458595889
88005,동양매직비데정수기렌탈,소매,가정/주방/인테리어,정수기연수기,서울특별시,강남구,논현2동,논현동,서울특별시 강남구 학동로43길 8,127.037450116622,37.5166193849457
234240,한내어린이집,학문/교육,유아교육,어린이집,서울특별시,노원구,하계2동,하계동,서울특별시 노원구 공릉로55길 88,127.067935474649,37.632035655083
141798,아줌매순대국,음식,별식/퓨전요리,순대전문점,서울특별시,광진구,중곡3동,중곡동,서울특별시 광진구 동일로76가길 4,127.079445510324,37.5677644870601
96736,꽃,소매,선물/팬시/기념품,꽃집/꽃배달,서울특별시,구로구,오류2동,오류동,서울특별시 구로구 경인로 22,126.825200825021,37.4893436775587
309166,빨간고추피자,음식,패스트푸드,피자전문,서울특별시,도봉구,창2동,창동,서울특별시 도봉구 덕릉로57길 7,127.037865132394,37.6391917757372
381070,소망도시정비연구소,생활서비스,자동차/이륜차,자동차정비/카센타,서울특별시,성동구,용답동,용답동,서울특별시 성동구 자동차시장1길 33,127.061301376677,37.5613232899385
43403,조이맨,생활서비스,이/미용/건강,남성미용실,서울특별시,금천구,독산1동,독산동,서울특별시 금천구 가산로 96,126.894351516285,37.4745311088161
72420,비전아레나,소매,운동/경기용품소매,운동/경기용품,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 역삼로 121,127.032639583028,37.4940537222751
33384,에벤에셀,소매,의복의류,일반의류,서울특별시,강남구,수서동,수서동,서울특별시 강남구 밤고개로1길 10,127.101842066177,37.4880133628924
107837,지구전기열쇠,소매,철물/난방/건설자재소매,열쇠판매/수리,서울특별시,중랑구,묵1동,묵동,서울특별시 중랑구 공릉로 58,127.079239238402,37.6157615268708
